Subject,Progress,DurationSec,Finished,UserLanguage,Instructions,Trick,V1_FirstClick,V1_LastClick,V1_PageSubmit,V1_ClickCount,V1_r,V1_c,V2_FirstClick,V2_LastClick,V2_PageSubmit,V2_ClickCount,V2_r,V2_c,V3_FirstClick,V3_LastClick,V3_PageSubmit,V3_ClickCount,V3_r,V3_c,V4_FirstClick,V4_LastClick,V4_PageSubmit,V4ClickCount,V4_r,V4_c,Open,GL1,GL2,GL3,GL4,GL5,GL6,GL7,GL8,GL9,GL10,GL11,GL12,GL13,Ed,Gender,Gender_5_TEXT,Age
62,100,518,TRUE,EN,Improving,quickly,7.874,7.874,8.956,1,Improving,5 (very confident),7.92,7.92,9.066,1,Declining,4,6.026,6.026,7.411,1,Declining,4,7.967,7.967,9.029,1,Declining,2,I look at the facts and make a decision.,35,15,25,25,20,Increase was the same in both intervals,25,40,20,Crosicol,Nopsorian,Tiosis,5,High school graduate (high school diploma or equivalent including GED),Female,NA,68
63,100,439,TRUE,EN,Improving,quickly,5.893,5.893,7.739,1,Improving,5 (very confident),7.242,7.242,8.294,1,Improving,5 (very confident),4.242,4.242,5.388,1,Declining,5 (very confident),3.968,3.968,4.902,1,Improving,5 (very confident),I looked at the year and then how the variables were trending.,35,15,25,25,20,Increase was the same in both intervals,25,40,20,They are equal,Can’t say,Tiosis,5,Master's degree,Male,NA,34
64,100,294,TRUE,EN,Improving,quickly,3.063,3.063,4.017,1,Improving,5 (very confident),3.35,3.35,4.336,1,Declining,5 (very confident),3.489,7.423,8.452,2,Declining,5 (very confident),4.756,4.756,6.037,1,Declining,5 (very confident),I made a mistake not thinking that increasing in murder rate is declining.,35,5,25,25,20,Increase was the same in both intervals,25,40,20,They are equal,Nopsorian,Tiosis,5,Master's degree,Female,NA,53
65,100,546,TRUE,EN,Improving,quickly ,8.928,8.928,9.788,1,Improving,5 (very confident),28.246,28.246,29.518,1,Declining,5 (very confident),5.401,5.401,6.599,1,Improving,5 (very confident),10.911,10.911,11.894,1,Declining,5 (very confident),"i am good at maths, so based on graph i made decisions correctly.",35,15,25,9,20,Increase was the same in both intervals,25,40,60,They are equal,Nopsorian,Tiosis,5,Bachelor's degree in college (4-year),Male,NA,31
66,100,557,TRUE,EN,Improving,quickly,5.029,5.029,5.632,1,Improving,4,3.025,3.755,3.983,3,Declining,4,8.237,20.137,20.892,7,Neither declining or improving,4,4.632,4.632,5.427,1,Improving,4,looked at the graph legends and determined what the outcome was from that.,35,15,25,10,20,Increase was the same in both intervals,25,40,20,Crosicol,Can’t say,Tiosis,5,Bachelor's degree in college (4-year),Male,NA,26
67,100,560,TRUE,EN,Improving,quickly,1.889,6.462,7.099,4,Improving,4,5.303,8.925,9.653,4,Declining,4,6.06,8.564,9.233,5,Declining,5 (very confident),2.166,3.9,4.689,4,Improving,5 (very confident),Based on comparing the most recent year to 2015 and looking at x axis to see if increasing or decreasing and whether that increase or decrease was in reference to something positive or negative.,35,15,25,25,20,Increase was the same in both intervals,25,40,20,They are equal,Can’t say,Tiosis,5,Master's degree,Male,NA,39
68,100,288,TRUE,EN,Improving,quickly,2.422,2.422,3.592,1,Improving,5 (very confident),1.323,1.323,3.817,1,Declining,5 (very confident),1.683,1.683,4.884,1,Declining,5 (very confident),5.948,5.948,6.374,1,Declining,4,I looked at what the statistic was and determined if an increase of that statistic was beneficial or harmful to the city.,35,15,25,25,20,From 1975 to 1980,25,40,20,They are equal,Nopsorian,Tiosis,50,Bachelor's degree in college (4-year),Male,NA,24
69,100,383,TRUE,EN,Improving,quickly,2.28,4.478,5.456,3,Improving,5 (very confident),4.208,8.58,9.462,4,Declining,5 (very confident),1.726,4.875,5.2,4,Declining,4,1.391,2.875,6.139,2,Improving,5 (very confident),I just noticed that things would either be less or more as the years passed.,70,5,30,75,20,From 2000 to 2005,30,40,60,Hertinol,Nopsorian,Coliosis,50,Associate degree in college (2-year),Female,NA,46
70,100,456,TRUE,EN,Improving,quickly,3.352,9.432,13.406,2,Improving,4,6.606,10.415,13.525,2,Declining,4,6.617,6.617,15.727,1,Declining,4,10.737,17.241,22.545,2,Improving,4,Situation is better if more vacation days or lower murder rate year over year,35,15,25,25,20,Increase was the same in both intervals,24,40,20,They are equal,Can’t say,Tiosis,5,Master's degree,Male,NA,29
71,100,504,TRUE,EN,Improving,quickly,4.121,4.121,5.504,1,Improving,3,2.338,2.338,3.229,1,Declining,5 (very confident),3.46,3.46,6.153,1,Declining,5 (very confident),6.634,8.788,9.837,3,Declining,5 (very confident),tried to make a gut decision,35,10,25,25,20,Increase was the same in both intervals,25,40,10,Hertinol,Nopsorian,Tiosis,5,Some college but no degree,Male,NA,34
72,100,849,TRUE,EN,Declining,quickly,4.658,4.658,11.817,1,Improving,4,12.894,20.299,21.486,2,Declining,3,3.735,3.735,6.374,1,Declining,5 (very confident),8.617,8.617,12.784,1,Improving,4,"The dates on the y-axis and the values on the x-axis, and the direction in which I was reading the trend. 
Whether the increase was a good thing (fewer cars to me, intially, meant that more people were walking or that public transportation had improved). ",35,15,25,25,20,Increase was the same in both intervals,25,40,20,They are equal,Can’t say,Tiosis,5,Bachelor's degree in college (4-year),Female,NA,40
73,100,574,TRUE,EN,Improving,quickly,5.893,5.893,7.696,1,Improving,5 (very confident),3.987,3.987,5.151,1,Declining,5 (very confident),5.489,5.489,9.853,1,Declining,4,5.078,8.516,8.92,3,Improving,5 (very confident),I considered fewer murders and more vacation days as improvements.  After checking the graphs to see the direction of either over time i made my selection.,35,10,25,25,20,Increase was the same in both intervals,25,40,20,They are equal,Can’t say,Tiosis,5,Bachelor's degree in college (4-year),Male,NA,44
74,100,337,TRUE,EN,Improving,quickly,2.268,2.268,4.107,1,Improving,4,2.977,3.36,4.248,2,Declining,4,1.56,1.56,5.365,1,Improving,4,1.165,1.165,2.431,1,Declining,4,"I looked at the direction of the line, and whether it was going up or down to see if it was increasing or declining.",35,15,25,25,20,Increase was the same in both intervals,25,40,20,They are equal,Can’t say,Coliosis,5,Associate degree in college (2-year),Male,NA,39
75,100,402,TRUE,EN,Improving,quickly,5.614,5.614,8.018,1,Improving,4,2.223,2.223,4.299,1,Declining,4,2.639,2.639,5.237,1,Declining,4,4.348,4.348,7.137,1,Improving,5 (very confident),I thought about whether the vacation days/murders were increasing and whether that was a good thing.,35,5,25,25,20,Don’t know,25,40,20,Crosicol,Nopsorian,Tiosis,5,Bachelor's degree in college (4-year),Female,NA,42
76,100,717,TRUE,EN,Improving,quickly,17.127,17.127,18.494,1,Improving,5 (very confident),5.84,30.176,31.455,2,Improving,4,8.477,8.477,14.995,1,Improving,5 (very confident),21.853,21.853,22.379,1,Declining,5 (very confident),I expected the x axis to represent time and the y axis to represent number of cars/incidents. But it was reversed. It was confusing really.,35,15,25,25,20,Increase was the same in both intervals,25,40,20,They are equal,Apsoriatin,Tiosis,50,Bachelor's degree in college (4-year),Male,NA,32
77,100,2337,TRUE,EN,Improving,quickly,5.046,5.046,6.363,1,Improving,5 (very confident),3.241,3.241,29.152,1,Declining,5 (very confident),33.584,33.584,40.547,1,Declining,3,4.294,4.294,10.011,1,Declining,5 (very confident),"Well, at first I disregarded the language of ""improving"". I just translated it as ''increasing''. Declining could then be synonymous with decreasing, so I didn't think twice about it. But I realized on the last question, a bit of a conflict. I realized I'm being asked about the situation, and that wording made me think of it in less of the traditional ""up is improving, down is declining"" but rather that for something like murder, it would be the reverse. It's kind of convoluted, but hopefully my reasoning makes sense. ",35,15,25,25,20,Increase was the same in both intervals,25,40,20,They are equal,Can’t say,Tiosis,5,Associate degree in college (2-year),Male,NA,31
78,100,387,TRUE,EN,Improving,quickly,3.402,3.402,4.95,1,Improving,5 (very confident),1.458,1.458,2.188,1,Declining,5 (very confident),2.702,2.702,3.459,1,Declining,4,4.442,4.442,5.151,1,Improving,5 (very confident),"I considered what the graph was graphing, like murders or cars, and then if the slope of the graph was going up or down over time.",35,15,25,25,20,Increase was the same in both intervals,24,40,20,Crosicol,Nopsorian,Tiosis,5,Associate degree in college (2-year),Female,NA,38
79,100,1251,TRUE,EN,Improving,quickly,0.865,15.234,25.698,2,Improving,5 (very confident),1.163,66.025,67.278,2,Declining,5 (very confident),1.218,7.664,8.913,2,Improving,5 (very confident),7.345,7.345,21.156,1,Declining,5 (very confident),It is clear from the graph when checking X shows Days and Y shows years. Graph is quite easy to understand.,35,15,25,25,20,Increase was the same in both intervals,24,40,20,They are equal,They are equal,Tiosis,5,Master's degree,Female,NA,35
80,100,717,TRUE,EN,Improving,quickly,7.211,9.946,10.766,3,Improving,5 (very confident),11.447,13.672,16.704,3,Improving,4,5.744,7.213,7.883,3,Declining,5 (very confident),14.747,15.597,16.3,3,Improving,5 (very confident),"Whether the trend was a good thing or a bad thing, how much it increased or decreased over time",35,15,25,25,20,Increase was the same in both intervals,25,40,20,They are equal,Can’t say,Tiosis,5,Bachelor's degree in college (4-year),Female,NA,32
81,100,332,TRUE,EN,Improving,quickly,5.344,5.344,5.972,1,Improving,5 (very confident),2.545,2.545,3.536,1,Declining,5 (very confident),3.036,3.036,4.198,1,Declining,5 (very confident),1.827,2.501,2.812,2,Improving,5 (very confident),"Well, vacation days are good, so them going up - good. going down - bad. Its the opposite for murders.",35,5,25,25,20,Increase was the same in both intervals,25,40,60,They are equal,Nopsorian,Tiosis,5,Associate degree in college (2-year),Male,NA,27
82,100,483,TRUE,EN,Improving,quickly,5.994,7.599,10.021,2,Improving,4,5.737,9.129,10.774,2,Neither declining or improving,4,2.86,5.735,6.83,2,Declining,4,2.642,11.011,12.358,3,Improving,4,"crime down is always good
more cars mean possibly more people, more workers
vacation days could mean something or nothing",35,15,25,25,18,From 2000 to 2005,25,40,10,Crosicol,Nopsorian,Tiosis,5,Some college but no degree,Female,NA,60
83,100,339,TRUE,EN,Improving,quickly,4.314,4.314,6.6,1,Improving,4,5.306,5.895,6.696,2,Declining,4,3.477,3.477,5.119,1,Declining,4,3.202,3.202,10.112,1,Improving,4,I considered in which direction the line was trending and what it indicated with the values of the graph. I considered what it was that was increasing or decreasing and if that was a good or bad thing for the area.,35,15,25,25,20,Increase was the same in both intervals,25,40,20,They are equal,Can’t say,Tiosis,7,Associate degree in college (2-year),Non-binary/third gender,NA,33
84,100,443,TRUE,EN,Improving,quickly,3.897,3.897,11.164,1,Improving,5 (very confident),3.298,3.298,6.01,1,Declining,5 (very confident),5.694,5.694,9.332,1,Declining,5 (very confident),6.209,6.209,8.323,1,Declining,5 (very confident),I focused on the position of the bar graph over time. When I got to the final two questions I noticed they were different than the first two in the way they were worded and so I hoped I hadn't focused too much on the position of the line on the graph over the wording. In other words I was concerned that the direction of the line influenced my decision based on having to answer quickly.,35,10,25,25,20,Increase was the same in both intervals,25,40,20,Crosicol,Nopsorian,Tiosis,5,Some college but no degree,Female,NA,45
85,100,684,TRUE,EN,Improving,quickly,9.986,9.986,14.451,1,Improving,5 (very confident),3.932,3.932,10.233,1,Declining,5 (very confident),20.851,20.851,32.901,1,Improving,4,7.895,7.895,19.094,1,Declining,4,"The choice ""improving"" seemed a bit confusing for murders. However, I did choose it for increasing murders since the other option ""Declining"" was not accurate. Thanks.",35,15,25,25,20,Increase was the same in both intervals,22,40,20,Crosicol,Nopsorian,Tiosis,50,Bachelor's degree in college (4-year),Female,NA,46
86,100,1433,TRUE,EN,Improving,quickly,38.917,38.917,39.436,1,Improving,5 (very confident),3.492,4.27,4.972,2,Declining,5 (very confident),10.049,11.551,14.052,2,Improving,4,6.798,6.798,7.411,1,Declining,5 (very confident),I went by what I thought was right.,35,15,25,15,20,Increase was the same in both intervals,25,40,20,Crosicol,Nopsorian,Tiosis,5,Associate degree in college (2-year),Female,NA,36
87,100,399,TRUE,EN,Improving,quickly,7.754,7.754,8.518,1,Improving,4,4.798,4.798,6.037,1,Declining,4,4.213,4.213,9.923,1,Declining,3,13.752,13.752,21.793,1,Improving,3,I considered the numbers from the graph,35,15,25,25,20,Increase was the same in both intervals,25,40,20,Crosicol,Nopsorian,Tiosis,5,Some college but no degree,Male,NA,30
88,100,606,TRUE,EN,Improving,quickly,8.932,8.932,11.732,1,Improving,5 (very confident),10.472,10.472,12.412,1,Declining,5 (very confident),8.153,8.153,9.385,1,Declining,5 (very confident),8.931,8.931,11.707,1,Improving,5 (very confident),I looked at the title of the graph to see what information it was trying to depict. Then I looked at the axis label in order to interpret the graph. Finally I read the question and decided on a suitable answer using all the information I gathered so far.,35,15,25,25,20,Increase was the same in both intervals,29,40,20,They are equal,Can’t say,Tiosis,5,Bachelor's degree in college (4-year),Male,NA,39
89,100,612,TRUE,EN,Improving,quickly,3.1,3.667,5.009,2,Improving,5 (very confident),3.791,4.815,6.463,2,Declining,4,10.048,28.792,29.935,7,Neither declining or improving,1 (not at all confident),8.17,9.45,10.067,3,Declining,4,"the graph bar,judging best i can if is declining or improving based on what i saw in the graphs ",35,15,25,26,20,From 2000 to 2005,25,40,60,They are equal,Nopsorian,Coliosis,5,Less than high school degree,Male,NA,30
90,100,621,TRUE,EN,Improving,quickly,3.683,3.683,5.38,1,Improving,5 (very confident),1.945,1.945,9.499,1,Declining,5 (very confident),5.519,5.519,9.453,1,Declining,1 (not at all confident),4.672,4.672,7.89,1,Improving,5 (very confident),"Increasing did not always mean improving for me so I am hoping that is the correct interpretation of the graphs.  I looked at the years and the numbers and if it was a positive thing like vacations I selected improving if the overall  number increased per year, murders increasing per year I chose declining",35,15,25,25,20,Increase was the same in both intervals,25,40,20,They are equal,Can’t say,Tiosis,5,Bachelor's degree in college (4-year),Female,NA,49
91,100,232,TRUE,EN,Improving,quickly,1.386,1.386,2.043,1,Improving,5 (very confident),2.093,2.093,2.832,1,Declining,5 (very confident),1.17,6.603,9.095,2,Declining,5 (very confident),1.743,1.743,2.739,1,Improving,5 (very confident),rate of increase (or decrease) versus the amount of time indicated,35,15,25,25,20,Increase was the same in both intervals,25,40,20,They are equal,Nopsorian,Tiosis,5,High school graduate (high school diploma or equivalent including GED),Male,NA,46
92,100,246,TRUE,EN,Improving,quickly,6.376,6.376,7.281,1,Improving,5 (very confident),1.661,1.661,1.82,1,Declining,4,2.479,2.479,2.67,1,Declining,4,1.689,1.689,2.675,1,Improving,5 (very confident),the graph info,35,15,25,25,20,Increase was the same in both intervals,25,40,20,They are equal,Can’t say,Tiosis,5,Bachelor's degree in college (4-year),Male,NA,37
93,100,946,TRUE,EN,Improving,quickly,6.186,6.186,9.12,1,Improving,5 (very confident),12.04,12.04,18.844,1,Declining,5 (very confident),9.294,9.294,12.574,1,Declining,4,9.774,9.774,12.176,1,Improving,5 (very confident),"I just used the line graph and the year and #s and saw that some of the graphs were the opposite of expectations. That is to say that they were ""upside down"" as compared to ""normal"" graphs.",35,10,25,45,20,Increase was the same in both intervals,25,40,20,They are equal,Can’t say,Tiosis,5,Bachelor's degree in college (4-year),Male,NA,64
94,100,259,TRUE,EN,Improving,quickly,0,0,5.268,0,Improving,5 (very confident),0,0,5.087,0,Declining,5 (very confident),3.551,3.551,7.186,1,Improving,5 (very confident),0,0,4.718,0,Declining,5 (very confident),I relied on the graph.,35,15,25,25,20,Increase was the same in both intervals,25,40,20,They are equal,Can’t say,Tiosis,5,High school graduate (high school diploma or equivalent including GED),Male,NA,36
95,100,408,TRUE,EN,Improving,quickly,4.369,4.369,5.52,1,Improving,3,4.898,4.898,5.902,1,Declining,5 (very confident),13.667,13.667,16.161,1,Improving,3,1.739,1.739,20.695,1,Declining,4,based on the graphs,35,15,25,8,20,Increase was the same in both intervals,25,40,20,Crosicol,Nopsorian,Tiosis,5,High school graduate (high school diploma or equivalent including GED),Male,NA,29
96,100,515,TRUE,EN,Improving,quickly,6.613,6.613,8.667,1,Improving,5 (very confident),20.393,20.393,21.271,1,Declining,4,4.649,4.649,7.984,1,Declining,5 (very confident),25.587,25.947,26.729,2,Declining,3,I looked at the graph and at the lines on it and tried to determine if something was improving or declining. I tried to interpret if the lines showed improvement or a decline.,35,15,25,25,20,From 2000 to 2005,25,40,20,They are equal,Nopsorian,Tiosis,5,Associate degree in college (2-year),Female,NA,67
97,100,938,TRUE,EN,Improving,quickly,16.179,16.179,20.554,1,Improving,5 (very confident),8.087,8.087,8.942,1,Declining,5 (very confident),9.352,9.352,13.741,1,Declining,5 (very confident),16.253,16.253,23.955,1,Improving,5 (very confident),"Seeing the chart, the nos. increases or decreases with time.",35,15,25,25,20,Increase was the same in both intervals,25,40,20,They are equal,Nopsorian,Tiosis,5,Bachelor's degree in college (4-year),Male,NA,44
98,100,285,TRUE,EN,Improving,quickly,4.306,4.306,5.204,1,Improving,5 (very confident),7.221,7.221,8.111,1,Declining,5 (very confident),2.993,2.993,5.037,1,Declining,5 (very confident),4.477,4.943,6.212,2,Improving,5 (very confident),I read the axis labeling and deciding whether the situation was improving or declining based on the graph.,35,15,25,25,20,Increase was the same in both intervals,25,40,60,They are equal,Nopsorian,Tiosis,5,Bachelor's degree in college (4-year),Female,NA,27
99,100,368,TRUE,EN,Improving,quickly,3.169,3.855,4.651,2,Improving,5 (very confident),5.048,6.367,7.169,2,Declining,5 (very confident),3.426,9.564,11.974,3,Neither declining or improving,5 (very confident),6.741,8.074,12.317,2,Declining,5 (very confident),I just went by if the total was getting larger or smaller,35,15,25,25,20,Increase was the same in both intervals,25,40,20,Crosicol,Nopsorian,Tiosis,5,Bachelor's degree in college (4-year),Male,NA,54
100,100,273,TRUE,EN,Improving,quickly,2.229,2.229,3.479,1,Improving,5 (very confident),3.554,3.554,4.685,1,Declining,5 (very confident),3.393,3.393,4.667,1,Declining,5 (very confident),1.413,13.877,14.704,2,Improving,5 (very confident),dates and numbers,35,15,25,25,20,Increase was the same in both intervals,23,40,20,They are equal,Can’t say,Tiosis,5,Bachelor's degree in college (4-year),Female,NA,39
