Subject,Progress,DurationSec,Finished,UserLanguage,Instructions,Trick,V1_FirstClick,V1_LastClick,V1_PageSubmit,V1_ClickCount,V1_r,V1_c,V2_FirstClick,V2_LastClick,V2_PageSubmit,V2_ClickCount,V2_r,V2_c,V3_FirstClick,V3_LastClick,V3_PageSubmit,V3_ClickCount,V3_r,V3_c,V4_FirstClick,V4_LastClick,V4_PageSubmit,V4ClickCount,V4_r,V4_c,Open,GL1,GL2,GL3,GL4,GL5,GL6,GL7,GL8,GL9,GL10,GL11,GL12,GL13,Ed,Gender,Gender_5_TEXT,Age
124,100,326,TRUE,EN,Declining,quickly,2.355,2.355,3.149,1,Declining,5 (very confident),2.695,2.695,4.591,1,Improving,5 (very confident),2.6,2.6,3.607,1,Improving,5 (very confident),2.293,2.293,2.984,1,Declining,5 (very confident),I read what the graph was charting and decided whether things like murder or vacation days were on an increase or a decrease and responded accordingly.,35,15,25,25,20,Increase was the same in both intervals,25,40,20,Crosicol,Can’t say,Tiosis,5,Some college but no degree,Male,NA,42
125,100,664,TRUE,EN,Declining,quickly,3.983,3.983,6.633,1,Declining,5 (very confident),3.799,3.799,5.522,1,Improving,5 (very confident),8.369,8.369,14.515,1,Declining,3,8.825,8.825,16.802,1,Improving,3,I made by decision on the size of the line whether its increasing or decreasing along the years and also the subject of the graph because negative subject wants to decrease for example murders and positive one to increase for example vacation days.,35,15,25,25,20,Increase was the same in both intervals,25,40,20,They are equal,Nopsorian,Tiosis,5,Master's degree,Male,NA,34
126,100,320,TRUE,EN,Declining,quickly,4.783,4.783,9.672,1,Improving,5 (very confident),3.411,3.411,4.385,1,Improving,5 (very confident),5.63,5.63,12,1,Improving,5 (very confident),8.806,11.39,13.911,2,Improving,5 (very confident),What the graph was showing and whether the numbers were going up or down,35,5,24,26,21,From 2000 to 2005,24,40,60,They are equal,Nopsorian,Tiosis,5,High school graduate (high school diploma or equivalent including GED),Male,NA,32
127,100,877,TRUE,EN,Declining,quickly,4.281,4.281,6.681,1,Declining,5 (very confident),5.044,5.044,9.235,1,Improving,5 (very confident),4.598,4.598,5.956,1,Improving,5 (very confident),8.207,8.207,15.201,1,Declining,5 (very confident),"Checks the data of X axis and Y axis
Graphs
Title
Numbers
Format of graph
Label
Scale of graph
",35,15,25,25,20,From 2000 to 2005,25,40,20,Crosicol,Nopsorian,Coliosis,5,Bachelor's degree in college (4-year),Female,NA,32
128,100,304,TRUE,EN,NA,quickly,8.415,8.415,9.3,1,Improving,1 (not at all confident),6.325,6.325,7.598,1,Declining,5 (very confident),7.461,11.37,11.968,3,Declining,5 (very confident),5.395,5.395,6.12,1,Declining,5 (very confident),following years and how many,35,15,25,50,20,From 2000 to 2005,25,40,20,Hertinol,Nopsorian,Tiosis,5,Associate degree in college (2-year),Female,NA,40
129,100,411,TRUE,EN,Declining,quickly,7.548,7.548,8.883,1,Declining,5 (very confident),4.008,10.528,15.495,2,Declining,5 (very confident),1.928,1.928,3.574,1,Declining,5 (very confident),5.418,10.282,16.264,2,Improving,5 (very confident),What the graph told me and how fast I was doing them.,35,15,25,25,20,Increase was the same in both intervals,25,40,20,Crosicol,Nopsorian,Tiosis,5,High school graduate (high school diploma or equivalent including GED),Male,NA,54
130,100,327,TRUE,EN,Declining,quickly,3.512,3.512,5.296,1,Declining,5 (very confident),3.545,3.545,7.784,1,Improving,5 (very confident),4.6,4.6,6.752,1,Improving,5 (very confident),3.999,3.999,5.522,1,Declining,5 (very confident),I just read the graphs. Wished the buttons were in the same position every time.,35,10,25,25,20,Increase was the same in both intervals,25,40,20,Hertinol,Nopsorian,Tiosis,50,Less than high school degree,Male,NA,55
131,100,816,TRUE,EN,Declining,quickly,1.888,1.888,3.031,1,Improving,5 (very confident),3.418,3.418,5.385,1,Declining,5 (very confident),2.683,2.683,19.29,1,Improving,5 (very confident),7.32,7.32,9.183,1,Declining,5 (very confident), y axis and y axis labels,35,15,25,25,20,Increase was the same in both intervals,25,40,60,Hertinol,Can’t say,Tiosis,5,Associate degree in college (2-year),Female,NA,26
132,100,913,TRUE,EN,Declining,quickly,4.052,4.052,5.116,1,Improving,5 (very confident),6.016,6.016,8.96,1,Declining,5 (very confident),4.92,4.92,7.496,1,Declining,5 (very confident),3.767,3.767,7.1,1,Improving,5 (very confident),"i mis-read the first two graphs, so my responses would have been different had I not. (The second two graphs are unaffected.)",35,15,25,25,20,Increase was the same in both intervals,25,40,60,They are equal,Nopsorian,Tiosis,5,Bachelor's degree in college (4-year),Female,NA,67
133,100,478,TRUE,EN,Declining,quickly,6.245,6.245,7.655,1,Declining,5 (very confident),2.814,10.82,12.041,2,Declining,4,3.448,3.448,9.895,1,Improving,4,7.667,7.667,13.611,1,Improving,4,"at first I looked at the line at the most recent time, but then I looked at the numbers which were in reverse on the left side",35,10,25,25,20,From 2000 to 2005,25,40,20,Crosicol,Nopsorian,Tiosis,5,High school graduate (high school diploma or equivalent including GED),Female,NA,58
134,100,1057,TRUE,EN,Improving,quickly,2.237,2.237,3.113,1,Improving,4,2.435,2.435,3.543,1,Declining,4,2.079,2.079,2.957,1,Improving,4,4.84,4.84,5.862,1,Declining,4,whether the average number went up or down,35,15,25,25,20,Increase was the same in both intervals,25,40,20,Crosicol,Nopsorian,Tiosis,5,High school graduate (high school diploma or equivalent including GED),Male,NA,40
135,100,349,TRUE,EN,Declining,quickly,1.091,1.091,1.937,1,Declining,5 (very confident),1.336,1.336,3.744,1,Improving,5 (very confident),1.991,1.991,17.662,1,Declining,5 (very confident),2.623,2.623,3.56,1,Improving,5 (very confident),"were the numbers inclining or declining, was the x or y axis a positive or negative thing",35,15,25,25,20,Increase was the same in both intervals,25,40,20,They are equal,Nopsorian,Tiosis,5,Bachelor's degree in college (4-year),Male,NA,35
136,100,659,TRUE,EN,Declining,quickly,0,0,1.331,0,Declining,5 (very confident),0,0,2.324,0,Improving,5 (very confident),0,0,1.9,0,Declining,5 (very confident),0,0,2.198,0,Improving,5 (very confident),the answers were pretty obvious,35,15,25,25,20,Increase was the same in both intervals,22,40,60,Hertinol,Nopsorian,The increase was equal,5,Some college but no degree,Male,NA,30
137,100,348,TRUE,EN,Declining,quickly,8.339,8.339,9.554,1,Declining,3,2.129,2.129,3.93,1,Improving,5 (very confident),0.957,0.957,2.254,1,Declining,2,2.165,2.165,3.835,1,Improving,4,"I looked at the table carefully and factored in how the line was going down, or hight up the line was on the table",60,10,25,45,20,From 2000 to 2005,25,40,60,Can’t say,They are equal,Coliosis,40,Some college but no degree,Female,NA,36
138,100,858,TRUE,EN,Declining,quickly,2.368,2.368,3.826,1,Declining,5 (very confident),3.588,3.588,5.589,1,Improving,5 (very confident),4.403,4.771,5.401,2,Improving,5 (very confident),10.223,10.223,15.545,1,Declining,5 (very confident),I have consider both axis and data details.,35,5,25,25,20,Increase was the same in both intervals,24,40,20,They are equal,They are equal,Tiosis,5,Bachelor's degree in college (4-year),Male,NA,34
139,100,312,TRUE,EN,Declining,quick,4.459,4.459,6.512,1,Declining,5 (very confident),1.887,1.887,2.944,1,Improving,5 (very confident),2.763,2.763,4.166,1,Declining,5 (very confident),1.393,1.393,2.969,1,Improving,5 (very confident),I only considered the information provided in the graphs.,35,15,25,25,20,Increase was the same in both intervals,25,40,60,Hertinol,Can’t say,Tiosis,5,Some college but no degree,Female,NA,42
140,100,515,TRUE,EN,Declining,quickly,2.433,2.433,3.432,1,Declining,5 (very confident),4.33,4.33,6.162,1,Improving,5 (very confident),7.048,7.048,9.473,1,Improving,4,3.642,3.642,4.663,1,Declining,4,"I considered the statement and whether or not a reduction in the count of each item (murders or vacation days, etc.) would affect the overall lives of people in those cities. I considered the slope of the line to estimate whether or not there was an increase or decrease in those figures.",35,5,25,25,20,From 2000 to 2005,25,40,60,They are equal,Can’t say,Tiosis,5,Bachelor's degree in college (4-year),Female,NA,49
141,100,303,TRUE,EN,NA,quickly,9.968,10.08,11.666,2,Declining,5 (very confident),3.201,3.201,5.805,1,Improving,5 (very confident),2.466,2.466,3.751,1,Improving,5 (very confident),5.102,5.102,9.635,1,Declining,5 (very confident),"i looked at the topic - if it was murder then rates going down were seen as improving and if rates up then declining. As for vacation days, the opposite was true. ",35,15,25,25,20,Increase was the same in both intervals,25,40,20,They are equal,Nopsorian,Tiosis,5,Master's degree,Male,NA,49
142,100,231,TRUE,EN,Declining,quickly,10.266,10.266,11.313,1,Declining,4,1.399,2.697,4.613,4,Improving,5 (very confident),1.64,2.723,3,2,Declining,5 (very confident),3.813,3.813,4.996,1,Improving,5 (very confident),the graoh,35,15,25,25,20,Increase was the same in both intervals,25,40,20,Hertinol,Nopsorian,Tiosis,5,Bachelor's degree in college (4-year),Female,NA,38
143,100,591,TRUE,EN,Declining,quickly,3.629,3.629,5.014,1,Declining,5 (very confident),4.291,4.291,5.333,1,Improving,5 (very confident),4.42,8.57,13.326,2,Improving,5 (very confident),2.658,2.658,4.296,1,Declining,5 (very confident),"Murders = bad.
Vacation days were good because they meant the economy was doing well enough to offer citizens a better standard of living.
Cars either indicate the amount of people who visit the city or the amount of public transportation available. Less people visiting means the city is losing its economy. Public transportation increasing would be better for the environment and the economy of the city (because people would not have to rely on their own cars to get around)",35,15,25,25,20,From 2000 to 2005,25,40,20,They are equal,Can’t say,Tiosis,5,Bachelor's degree in college (4-year),Female,NA,26
144,100,395,TRUE,EN,Declining,quickly,2.059,5.142,5.87,4,Declining,4,4.472,7.786,8.407,4,Improving,5 (very confident),2.429,3.851,4.718,3,Declining,5 (very confident),1.435,18.131,19.132,10,Neither declining or improving,2,"I considered the situation in the starting year and then in the ending year.
I observed the line and the direction it went.",35,15,25,25,20,Increase was the same in both intervals,25,40,60,Crosicol,Nopsorian,Coliosis,5,Bachelor's degree in college (4-year),Female,NA,37
145,100,363,TRUE,EN,Declining,quickly,3.549,3.549,6.02,1,Declining,4,3.563,3.563,5.352,1,Improving,4,7.472,9.211,9.553,2,Improving,5 (very confident),2.939,2.939,9.647,1,Declining,4,If the subject is a positive statistic or a negative one.,35,15,25,25,20,Increase was the same in both intervals,25,40,20,Crosicol,Nopsorian,Tiosis,5,Associate degree in college (2-year),Male,NA,28
146,100,378,TRUE,EN,Declining,quickly,4.414,4.414,5.896,1,Declining,5 (very confident),3.927,3.927,5.571,1,Improving,5 (very confident),3.666,3.666,5.804,1,Improving,5 (very confident),3.623,5.079,9.546,2,Declining,5 (very confident),I thought about what the graph showed and if  it was positive (vacation days) or negative (murder) and then looked at the slope of the line to make a judgment.,35,15,25,10,20,Increase was the same in both intervals,25,30,70,Hertinol,Nopsorian,Tiosis,5,Bachelor's degree in college (4-year),Male,NA,33
147,100,708,TRUE,EN,Improving,quickly,13.163,13.163,14.608,1,Improving,5 (very confident),5.637,5.637,8.084,1,Declining,5 (very confident),12.391,12.391,13.299,1,Improving,4,6.793,6.793,10.443,1,Declining,5 (very confident),I have considered the theme of x-axis and y-axis. I then looked at the shape of the graph presented which helped me to decide the answer.,35,15,90,90,20,From 2000 to 2005,25,40,20,Hertinol,Nopsorian,Tiosis,5,Doctoral degree,Male,NA,44
148,100,746,TRUE,EN,Declining,quickly ,10.575,10.575,14.766,1,Improving,4,15.46,15.46,17.811,1,Improving,5 (very confident),9.713,9.713,11.373,1,Declining,3,24.241,24.241,26.948,1,Improving,3,"The scale on the left (inverted?)
The trend on the graph
The wording of the question",35,10,25,10,20,Increase was the same in both intervals,25,40,10,They are equal,Nopsorian,Tiosis,5,Some college but no degree,Male,NA,57
149,100,325,TRUE,EN,Declining,quickly,3.334,3.334,7.271,1,Declining,5 (very confident),2.486,2.486,3.432,1,Improving,5 (very confident),2.558,7.532,8.442,2,Improving,5 (very confident),1.491,7.229,14.719,2,Declining,5 (very confident),Not just the numbers but the context of the situation.,35,5,25,12,23,Increase was the same in both intervals,24,40,20,They are equal,Nopsorian,Tiosis,20,Bachelor's degree in college (4-year),Male,NA,50
150,100,668,TRUE,EN,Declining,quickly,4.338,4.338,6.723,1,Declining,4,10.314,10.314,12.679,1,Improving,5 (very confident),14.152,14.152,15.518,1,Improving,5 (very confident),4.984,4.984,6.147,1,Declining,5 (very confident),"By reading the questions carefully I determined it the situation was getting better or worse. So even though on one question the graph shows that the number of murders is increasing, the question is worded such that the answer would be declining ",35,15,25,25,20,Increase was the same in both intervals,25,40,20,They are equal,Nopsorian,Tiosis,5,High school graduate (high school diploma or equivalent including GED),Female,NA,56
